AccelerometerX,AccelerometerY,AccelerometerZ
-4.75623604965111,-26.3376072014771,0.393237256256197
-4.48494136763004,-28.3546447992565,0.452789514538933
-3.77551839557893,-30.9527153427514,0.432386490270241
-3.76790769165613,-30.8945892051475,0.273146013127557
-3.60032787743633,-29.8911606983252,0.212549227850594
-3.447620218577,-28.9963276401151,0.267587233509746
-4.01662698654296,-28.6472285174249,0.346650406449907
-4.50254998177551,-27.7247527758985,0.340603997899075
-5.0374719335906,-27.2792705881585,0.319278808563196
-4.73464810129613,-25.3817297264261,0.21479348958721
-4.42316136068566,-23.522520502033,0.175706037848445
-4.86503670601463,-26.172138207824,0.330508082252598
-4.57825242321146,-28.3065114941503,0.424672343869936
-4.02437608506798,-29.1067183716929,0.470471876643294
-3.76581474570694,-30.9073250518139,0.404259772527652
-3.22081313709729,-27.6422944838817,0.27419249834296
-3.08360802218424,-26.8227282661772,0.252887271863773
-3.3371356103935,-28.3417512487334,0.30470678609072
-3.98948392299396,-29.2297576434554,0.337222728777584
-4.60279047675912,-29.3009730844523,0.319983851091579
-4.97763028540895,-27.7361163220158,0.327260814506892
-4.64462038028045,-24.8461782637801,0.233956042748758
-4.19056948988029,-22.1414548119411,0.194745645848752
-4.61549434362898,-24.8040904290936,0.280431592238471
-4.65431387766886,-28.2333643027804,0.343442956776972
-4.138461108612,-29.5634672770891,0.370544767219788
-3.66511956636541,-30.2930442059103,0.340108321411673
-3.20247621092194,-27.5294880176697,0.249514128551349
-2.87543385057814,-25.5771641131596,0.206701725455097
-3.17391583615685,-27.3547169449889,0.235674546874731
-3.84747123366452,-28.7451439339792,0.273225693524666
-4.48420344485608,-29.225897735799,0.290045240778987
-4.74854355371743,-26.3810856702952,0.362424122953024
-4.19195580822672,-22.1508068001757,0.220507643517671
-4.4324064114223,-23.5915525054877,0.28760508550653
-4.64278913507333,-27.6323246152632,0.364431042576213
-4.3268235083731,-30.4184116375115,0.347038844963802
-3.62645346775911,-30.0633947522696,0.306055134162691
-3.01348877840355,-26.4048043208624,0.266530343579271
-2.87088432161803,-25.5593361988492,0.249907574956079
-3.00142035102885,-26.335259312472,0.244799165812463
-3.56333985617482,-27.959185115486,0.266864682223999
-4.11785715740553,-28.6161089404278,0.265081481131801
-4.50834986866002,-27.7810462495839,0.283365233733636
-4.50686885995209,-24.0325245789339,0.255335746286187
-4.44507654895314,-23.6561735438611,0.197423848758751
-4.87344014290987,-26.4993506754654,0.301172410637267
-4.48386523405281,-28.8343735853891,0.362175324370429
-3.67704324660378,-30.1768386331837,0.344042382031892
-3.21580392618456,-27.6194051110785,0.320295379192842
-2.89788529705097,-25.7207503934014,0.254963513131193
-2.82288480432312,-25.2734637764127,0.248072278077918
-3.31229530287223,-26.886430622521,0.238738951043822
-3.76815025502335,-28.0866347977671,0.244362058770137
-4.24281560524641,-28.3450279409477,0.23779932819402
-4.57939940065882,-27.0879636105101,0.262149187575017
-4.55024187349523,-24.2801961742197,0.186016844313012
-4.52192464795863,-24.1096824189206,0.172508421937659
-4.77938312798496,-25.8869989390157,0.281064428904372
-4.51195286427362,-28.731374349651,0.365162731017178
-3.7882157309422,-30.4811112807065,0.355469653518893
-3.32343959144364,-28.257264486748,0.303143161712664
-2.89446034468595,-25.6987058905572,0.243856604648912
-2.86130621493694,-25.4938193673656,0.22987233777595
-3.11049588526522,-26.9311279863118,0.240308839792384
-3.7639821413762,-28.4657855252611,0.268493358938783
-4.23640388231274,-28.6912303945136,0.278520267982443
-4.86128555903048,-27.2271073472127,0.315670637758787
-4.54897694188981,-24.272979268644,0.188079760823502
-4.5936088675744,-24.5410357968841,0.223129600782563
-4.6870142780698,-27.4462470807358,0.35142816339161
-4.26107027643856,-30.0688216511792,0.366965948962551
-3.59573316224147,-29.8760823292128,0.312689840344409
-3.05031754645993,-26.6210281374017,0.24714798760452
-2.77577917465416,-24.983796507078,0.203886496562584
-2.97239344906539,-26.1571764221499,0.227386378729484
-3.56743222248738,-28.1112350378246,0.271522590461045
-4.09484322495511,-28.4486973537606,0.264356632865647
-4.62979251257203,-28.4885744758316,0.256619348929539
-4.88297826196307,-26.2754905947255,0.252624164100675
-4.70598499952747,-25.2009070965103,0.146278993638026
-4.54372819224469,-24.2449513340652,0.209427266220972
-4.56183671796824,-26.6657723063448,0.31610596046215
-4.27696340836301,-29.2338363574516,0.372804287501285
-3.6190863631001,-30.0209571665106,0.315366380576811
-3.15655797639473,-27.2572029553882,0.274109720100994
-2.78264468438613,-25.0294099284334,0.2356440862298
-2.90967668620426,-25.7884172953833,0.238351089929686
-3.39133434618524,-27.262711067719,0.256271168920799
-3.94917700001352,-28.7338251171686,0.249578436946835
-4.40552689376781,-28.7449396477376,0.241306587897578
-4.63464264957722,-26.7028806228276,0.233965284571859
-5.03306612810312,-27.1481483502816,0.153669251946544
-4.84936676922226,-26.0509695831636,0.125885373433925
-4.56893078537366,-24.3924297345624,0.192913742086834
-4.5070099643606,-27.3335162854967,0.334759700221322
-3.88719205811871,-29.3098309390756,0.363924785608874
-3.40598945681525,-28.750184889516,0.314801187092157
-2.94277477543775,-25.9831831160991,0.242305058953739
-2.73923827630749,-24.7668070637658,0.188339805052212
-3.00056403010651,-26.3225659700404,0.194144279521467
-3.6095205471814,-28.0074829382644,0.229499065235147
-4.04234649242842,-28.6005466862362,0.230029585628411
-4.46375762941595,-27.9488617939587,0.225995070749661
-4.76703668883708,-26.8280409427475,0.197374042283263
-4.96332033726977,-26.7289493744558,0.125592449497145
-4.63560376676672,-24.7780698146046,0.119152680443199
-4.81373153345331,-26.1502402422229,0.194962733356522
-4.48359348551702,-27.6530572284167,0.301672067543766
-3.82305971258395,-28.7803407890412,0.316614721115294
-3.49132078585051,-29.2518555913089,0.274463147312808
-2.97921078504169,-26.1977525449837,0.24587890774127
-2.92209700927499,-25.8551031510118,0.208656682827598
-2.98977520783211,-26.2572154849794,0.223243070359712
-3.56124347759404,-27.6851628404537,0.253373360651452
-4.15652251289264,-28.6769162080159,0.259505765389019
-4.51594466988507,-27.5217951818115,0.278428423145857
-5.05294323811259,-27.2736685233492,0.202011708688152
-4.88328022661462,-26.2516289590018,0.118380735791251
-4.71496741551641,-25.2581798706322,0.171794986890015
-4.64055035845399,-27.33320275651,0.318099878654456
-4.31849414839429,-29.0216655392633,0.366348316917057
-3.55334323005802,-29.623225238897,0.308443214849491
-3.22430316566663,-27.6494946262312,0.202161684602418
-2.94474078093548,-25.9837536131091,0.168123487610517
-3.05780126434633,-26.6614326569712,0.182845234213717
-3.4579188125242,-27.272059812515,0.217445433649078
-4.05045962471722,-28.4006435395535,0.232064373172209
-4.46490219825678,-27.8270066399234,0.233309893963561
-4.9152903170418,-26.4687441396316,0.240863574837826
-4.80481376154369,-25.7887257858223,0.144862695742045
-4.59875633897289,-24.5657624726415,0.165385036511106
-4.80481376154369,-25.7887257858223,0.144862695742045
-4.43907432550318,-28.5028500898388,0.370469618828729
-3.56190564179974,-29.1957705624459,0.376971620315097
-3.48095133853291,-29.1916126701733,0.284165083340201
-3.13330489076521,-27.1105799836697,0.200589601435342
-3.0966225871902,-26.8949078807538,0.199434253291247
-3.32051587330334,-27.5644750957525,0.217970297887801
-3.70198497628258,-27.918111076693,0.236131592883906
-4.23629425928362,-28.788402329879,0.212846100545375
-4.5544664100447,-28.116275274286,0.191972919623559
-4.56956152347054,-26.3163100760207,0.146349455523487
-4.87211788413583,-26.7618013501064,0.115441157486612
-4.86198552104026,-26.1269357003285,0.13178233241949
-4.43781674200473,-23.6038691895448,0.136700495604132
-4.34397759966293,-25.1097174896465,0.259101591982085
-4.4993372614063,-28.2873095923274,0.371558911409403
-3.76992561278334,-29.2261660217495,0.389993451581786
-3.32557194548088,-28.2813897422516,0.379394821593055
-3.2425936753751,-27.7732289783618,0.283127776523696
-3.03922618098094,-26.5594656613599,0.258282940812345
-3.49929857441967,-28.0230898411998,0.251422340079031
-3.89931272112245,-28.6404034260783,0.242670141023325
-4.16382269825956,-28.3510027261285,0.245178144884009
-4.32837182615838,-27.4210236241895,0.236773750151974
-4.71471230330966,-26.1825689387404,0.215297844140499
-4.74888247888735,-25.4506480578138,0.109618721052955
-4.6061049411161,-24.6011750459065,0.109974306597178
-4.71204913730644,-26.3711145821521,0.215860967012
-4.66335749986817,-28.3931591980765,0.295364387123094
-3.83933153636773,-28.9375240059351,0.350933080047348
-3.53671901294195,-29.5225777235854,0.278481021195798
-3.13956616857364,-27.155603930279,0.252385225762437
-2.92886808600608,-25.895665672694,0.210487450376087
-3.09531773906686,-26.6461242138192,0.23077275832386
-3.69032612965116,-27.2929724630167,0.249027928487774
-4.19233738530072,-27.9601418963086,0.244782241031864
-4.49648658886152,-26.4922135012589,0.278786073373779
-4.61166900275704,-24.6433089165101,0.170158998864002
-4.57347491784497,-24.414757588138,0.16151551122917
-4.67435253430685,-25.9004651432217,0.230039972677138
-4.48531704814053,-27.5806824736984,0.284580796914758
-3.84995392994481,-28.4419533985783,0.325387558996703
-3.37618931819215,-28.5688997891166,0.288306016478881
-3.29572280732035,-28.0836489568035,0.226732695126362
-2.94338504961773,-25.9861185443219,0.256073075146314
-3.18934858783542,-26.8404721268258,0.226132085000439
-3.65633399378183,-27.9051370630115,0.211886942085093
-4.10219240421831,-28.3093756471451,0.203608153674226
-4.45414376405742,-28.3753445961882,0.192695163940188
-4.45095881375226,-25.8620540241947,0.221224694164339
-4.59818572602109,-24.5559350462443,0.122503174284711
-4.53636068904675,-24.1870126153868,0.133819472397464
-4.56643983221698,-26.0165556794207,0.186041764654483
-4.48442886235641,-27.6295583358234,0.240718429220887
-3.93347135782831,-28.3083921410228,0.263479568125494
-3.37699672958412,-28.567423693392,0.246438059767567
-3.14531515439592,-27.1799919777406,0.205335141736161
-2.91659681639872,-25.8218172414893,0.204924936769964
-3.10792296007735,-26.5808781038594,0.19768741367152
-3.65914411384167,-27.4063525846921,0.198711906431727
-4.11992236064021,-28.271380532956,0.185727017201176
-4.43390980661242,-27.4517488465066,0.194160630817935
-4.70574305182721,-25.2080553177196,0.203531060477195
-4.5187430920508,-24.0832399932806,0.122427302014786
-4.64443377793885,-25.713903164749,0.228288896997304
-4.33105630603714,-27.8647753397253,0.309322537657392
-3.63714983633781,-29.6882402111308,0.270483410240054
-3.39277418852333,-28.6545563284623,0.201483088980464
-2.9671709173857,-26.1171005309224,0.167374193840757
-3.03983797113245,-26.5519236540334,0.183735215959425
-3.42898644265896,-27.0298501401264,0.192109848037732
-3.88318552365691,-27.8330364511509,0.193475288589871
-4.2921350472193,-28.1012369025479,0.171740975354806
-4.48783129197318,-26.8481898947108,0.160759080540929
-4.67061524555298,-24.9929295518425,0.144356232994209
-4.53408073030307,-24.172800233873,0.111102588623861
-4.54068458865212,-25.2915372719726,0.184260072707241
-4.53892443109472,-27.2315371241797,0.266373903367446
-4.24727891608594,-29.5642692908273,0.329652454813413
-3.45434049405972,-29.0332110071266,0.320529568158973
-3.37569238397921,-28.5584435458133,0.238309451570021
-2.94960231992718,-26.0297835938649,0.282148979311496
-3.08215648299368,-26.3053502467744,0.247989038226265
-3.52615914687993,-27.153772378306,0.237549044229139
-4.00748963380165,-28.3526569032819,0.217770945317622
-4.3218002549955,-28.5755826186042,0.187879862326478
-4.41972105579714,-26.9395902980881,0.213932557144006
-4.75139513111768,-25.4717486419548,0.150620743523708
-4.77355982531339,-25.590121980501,0.0605767974018049
-4.80016393734036,-25.7680735121474,0.191623897974061
-4.60523281351179,-27.2590685413356,0.286093164009701
-3.7639884116091,-29.4920021358597,0.336267028045685
-3.67224559352804,-30.3253066845876,0.254119731295457
-3.14442262551985,-27.1842508761597,0.232319368920804
-3.108680468816,-26.9647975274971,0.205475297602833
-3.24649477755407,-27.6248259806565,0.206580895173579
-3.76135884706496,-28.4012538099217,0.218429822058322
-4.19338803731884,-28.7210373831355,0.214082731938406
-4.53179695025052,-27.4640643906046,0.240269331153925
-4.72537402508726,-25.3215313296857,0.181342534269274
-4.47016765532235,-23.7943263306048,0.123161874404656
-4.76371381071866,-25.6584900646508,0.225899228324319
-4.73249831006008,-28.2520424916349,0.311614346452633
-3.563930094361,-28.7669248890128,0.364257090815477
-3.57079598857455,-29.7280635271273,0.27826030753551
-3.14345450339445,-27.1841148941148,0.26981499959578
-3.11543288580964,-27.0092765237555,0.234156065244478
-3.20375125122663,-27.5145030066245,0.227879716425257
-3.69815054719623,-28.1149424538792,0.246362857315014
-4.12776694972862,-28.8828804988096,0.233205245319127
-4.46045022075611,-28.2579089511812,0.227184904629564
-4.63107382905731,-26.8322801635786,0.189047984263944
-4.99955718517542,-27.8757423270316,0.149055340532961
-4.7101153720556,-25.2245560860294,0.140100813483308
-4.3548293076924,-23.1120310963842,0.149614768922202
-4.62589811977036,-26.3954674540782,0.298390077879917
-4.66136952214543,-28.2872573281102,0.386043820378004
-3.40035088406818,-28.0739352444739,0.447582529025446
-3.49292573144566,-29.2716079118099,0.36088847922591
-3.06799352572468,-26.7358624129616,0.293156609988598
-3.03531008943072,-26.5379661088665,0.270290889015513
-3.39804671707149,-27.9465789504119,0.260526345400165
-3.84885079605574,-28.6611278566654,0.247389059680765
-4.20146389110575,-28.401553309196,0.267067761967293
-4.46196589031013,-27.4494737260122,0.262494257558794
-4.7573232717097,-26.4335395783377,0.19820036158802
-4.75618845507392,-25.5006797663888,0.153359722819763
-4.46871820398595,-23.7852585209235,0.120204712873424
-4.38562706249033,-24.237527895933,0.173229850996726
-4.43716282909528,-26.5956658564691,0.266242073590252
-4.56714717881068,-28.9737637996431,0.325492999220042
-3.48458895609045,-29.1980577740396,0.348494613954854
-3.45510244919577,-29.0276257159223,0.234664035887169
-3.06994087148496,-26.7403493845477,0.245825038738532
-3.01253238076281,-26.4002152582004,0.237061624554723
-3.5003891713407,-27.3605421517622,0.227032359720796
-3.87419629009688,-28.086507366912,0.215190235057108
-4.15958889904401,-27.8912760951547,0.201210403538754
-4.38891408668691,-26.5903140860015,0.193390444904482
-4.74541493907638,-25.4495788356284,0.148006133084607
-4.55850583050866,-24.3111117759448,0.0643172276148018
-4.40717245416175,-24.5376409156452,0.122957029398866
-4.28779188240777,-26.2079448864029,0.201366280084376
-4.45018844586633,-28.5163643418953,0.222170933782422
-3.47507407764372,-28.4410210857439,0.243704091058881
-3.31559726704466,-28.1950132928665,0.199214070328958
-3.06611308067213,-26.7192685313582,0.220309645356866
-2.96766785159863,-26.1275567742257,0.217370758749617
-3.23252108549367,-26.6679572041461,0.198053252442001
-3.58036560654368,-27.3971791744798,0.188628418744005
-4.03010528803041,-27.8207497241667,0.173678352875808
-4.22776411899745,-27.3554949944561,0.164699278148018
-4.42232455466669,-26.2275771971728,0.149476096067634
-4.76734544795454,-26.9039035179209,0.0650718343198564
-4.70917556869299,-26.2712764249443,0.0507849214112246
-4.45774192627491,-25.3516264478929,0.0648638235049804
-4.32814950225325,-25.9598683459958,0.0941027813130832
-4.34302425533083,-26.9762875701038,0.132582651770201
-4.31352336319164,-28.1831966059018,0.201044466721555
-3.67204779410746,-28.1632182580595,0.278376080731081
-3.31694086942739,-28.2166981695185,0.290483686827506
-3.27128669561234,-27.9434086541279,0.279502478886644
-3.00692939366838,-26.3741055254056,0.285248560668597
-3.27887453077355,-26.8499728880564,0.235421820895617
-3.75943775885251,-27.5014769870008,0.204458769855486
-4.10043146256251,-28.136539249761,0.15195427221808
-4.07213466595993,-26.7858382606084,0.147504522893477
-4.32539716387569,-25.9705107118097,0.108573641093349
-4.42311528630047,-26.4529875144822,0.0563326963406253
-4.29176669342011,-26.7951572107569,0.0379616862400059
-4.11411895321801,-26.7078667223014,0.0237937037912077
-4.00967285208756,-26.6607696363544,0.0243860755049026
-4.00191119877531,-26.9852403546203,0.0289941298509838
-3.93753365923806,-26.6690007726432,0.0326277593227885
-3.93496971058541,-26.5641275608937,0.0425755378278184
-4.05513914115845,-27.1556082269063,0.0473309049564202
-4.13627387912907,-26.8057069157184,0.0733401564684057
-4.47010151834042,-26.3310055992917,0.103426226821351
-4.7371378147328,-25.3852681559399,0.121218349511314
-4.79632436880073,-25.9866896130816,0.181636184417096
-4.52904294705353,-27.327257797113,0.265739174465781
-4.12308097744166,-28.7062426856043,0.290640843937823
-3.63067596023873,-30.0715698111724,0.248281436696939
-3.30860515409699,-28.1563372219027,0.218727410827866
-3.004099177696,-26.3402443011545,0.171772299232165
-3.05556790208363,-26.6408648833239,0.171128854012663
-3.66286713462272,-27.4077157910351,0.18896238466439
-4.09615582461892,-28.2575141069674,0.189345729166499
-4.44033616766666,-27.6208219085722,0.201318308634252
-4.65845720490757,-26.1729739310144,0.174058900960087
-4.79424499248247,-25.7210119505859,0.11266496692787
-4.57577794981149,-24.4200766563536,0.105622364661277
-4.44003409513404,-25.2879353330847,0.158606654902739
-4.50600176213793,-27.1754871660936,0.22312008086289
-4.42165859333519,-28.7937880125585,0.295192347468318
-3.49422934127586,-29.2714559197543,0.289759305076578
-3.48462465660111,-29.2088420573488,0.216507306778215
-3.20146713603308,-27.5225522483156,0.224896266268603
-3.05013719298564,-26.6228556347515,0.229673250056316
-3.38662252850048,-27.1344744316916,0.214067627693893
-3.74449172481272,-27.7630396938243,0.203502777039113
-4.09349839654837,-28.0702468210208,0.187482774826425
-4.23891125814963,-27.3839533638304,0.188342445310027
-4.44268211418918,-25.9274306198719,0.175512112085824
-4.70057344462435,-25.1616708930067,0.09936264810481
-4.5136197717678,-24.3458632187507,0.0886218275801839
-4.34033098595655,-24.8060156657565,0.127645308520607
-4.42743218800173,-26.218257308854,0.179237313202029
-4.49243410929128,-27.4909122596256,0.232074283891782
-4.33803303215252,-28.8998576274837,0.306954268599813
-3.36404559629319,-28.4822347616285,0.32108239547846
-3.45627865282098,-29.0385066685864,0.242141606001155
-3.2580928273501,-27.8603057023953,0.248839575071916
-3.03557504313924,-26.5351523083217,0.241022388278921
-3.45225821498405,-27.3841467330077,0.213708635476047
-3.91024686939894,-28.4855962373254,0.194165863911089
-4.1296687093246,-28.1187878643975,0.180696221358783
-4.25058346819874,-27.0508997204212,0.192268585609324
-4.56419002273582,-25.8947989857934,0.163002329406104
-4.74725816057252,-25.4411940531098,0.11102331618131
-4.53642012153355,-24.1853234343347,0.101794739559814
-4.26861195215605,-24.8607826756143,0.153369282818184
-4.38399999618981,-27.1103316941885,0.210704727524453
-4.01954315272188,-28.3260495369985,0.280101036286791
-3.34547768242365,-28.3825751756857,0.264370145756885
-3.35265277633831,-28.4180656054489,0.197954915050012
-3.02631061968292,-26.4764186206641,0.216953267662294
-3.01066849429517,-26.3078026177398,0.191874521899267
-3.55190126901227,-27.4504417878659,0.181908885134814
-3.91042606652612,-27.9800053281671,0.166350416940128
-4.2216566285836,-28.1907185158051,0.14040608743551
-4.36162536899032,-27.3279059504986,0.137535777898698
-4.67992634600943,-26.6670801279109,0.113269893389411
-4.79213854196735,-25.7067217125739,0.100952583947211
-4.47094675422432,-23.7953020003736,0.0987620830851906
-4.3092002543427,-24.549978300446,0.152544897664583
-4.5605205841132,-26.7731451349368,0.23745375037017
-4.79165464447205,-29.0106020633179,0.353268168203016
-3.15426212448985,-26.8165151631022,0.464256031819671
-3.76796326641813,-30.9024365086667,0.30485086718291
-3.29105947263967,-28.071068458617,0.327841649550074
-3.05060283385807,-26.1292627812621,0.288888609496833
-3.58685516363684,-27.3566642091458,0.231696704407923
-3.94185013544846,-28.2785872783041,0.192573233906554
-4.15851822500454,-28.1572010931758,0.157504038712221
-4.07212559838839,-26.8667532713558,0.171928567168231
-3.94234855239583,-24.9462599639187,0.191780179433504
-4.7494236660822,-25.6849819330563,0.177894489524959
-4.64476635621583,-24.8289425975915,0.0948551855411764
-4.2044557696302,-22.3766335919004,0.144231592379349
-4.46162411696691,-26.0067210433852,0.228839383027808
-4.64941532527181,-28.3421521789615,0.287484739183245
-4.12906158203679,-28.4049096527021,0.40049606804751
-3.23446976484014,-27.7405319847195,0.405802307308159
-3.76437316704181,-30.8682427859199,0.200893953617451
-3.029501025354,-26.5084213497153,0.303752036383667
-3.59755972465856,-27.1854580290665,0.211815039820637
-3.84131936559774,-27.8984974877192,0.173878859669963
-4.08401720608241,-28.5699583003165,0.15855431103468
-4.11575058607231,-27.7658843632651,0.220695487503154
-4.25634257292471,-25.5310037709029,0.304219590221194
-4.41736580708629,-23.4849039673933,0.154819433024904
-4.37321175733825,-23.2157190241132,0.111697117830231
-4.43457468516909,-24.2958147484191,0.147920920602509
-4.55829025943472,-26.561486399968,0.221693702617953
-4.56272806457453,-27.6889899119828,0.255154084966575
-4.16940737162987,-28.7291778932179,0.336096086834763
-3.29446924724558,-28.0875057994021,0.357387640290061
-3.48259222206061,-29.1875540091457,0.192018963224342
-2.8581233615824,-25.4887830164089,0.285737773433984
-3.12386656407542,-26.0130549577982,0.19721907125382
-3.73303021815741,-27.7145961425333,0.187937234984635
-4.02538762771693,-27.7466196777686,0.179514534719596
-4.17392549972974,-26.9706144461445,0.212984487041741
-4.64342183356593,-25.0234588542718,0.211758470783319
-4.62079748468842,-24.6856322713361,0.0902182477595173
-4.50301642840607,-24.5959044847399,0.133092760521747
-4.26229593481901,-25.8322718300007,0.199107503352758
-4.25984018457918,-26.9598384952967,0.193530638905088
-4.06822869887585,-28.2433667842432,0.227286261596721
-3.54502022221568,-29.558888110121,0.209675000755349
-3.42227283415984,-28.8268786033752,0.14337323712427
-3.13402761191589,-27.1078039442476,0.171820770157717
-3.1227232170505,-26.8566197647297,0.160465690258101
-3.66635886549295,-27.8972989663818,0.16691253797721
-3.91959818021002,-28.0237004279955,0.167448055055108
-4.26417956729668,-28.1195512684335,0.151126923269433
-4.37212001666433,-26.9835073029043,0.149350605536539
-4.53996232519394,-25.0394727106405,0.152210719524868
-4.41917480235375,-23.4852673891327,0.0854854323453053
-4.31135595265321,-24.2434910549862,0.140481504005046
-4.34172862783503,-26.4395712904682,0.231856669364456
-4.43792510011388,-28.8344134376572,0.288911156175664
-3.32226265522257,-28.2008853259841,0.342087970326047
-3.4710403716397,-29.1250256689394,0.233386761878261
-3.09023914244393,-26.8673584266694,0.287387238177117
-2.82262956323725,-25.1048045056594,0.219757896426859
-3.50517025530818,-27.1645488812625,0.203243866761821
-3.8494483368188,-28.1278714419664,0.202602983350267
-4.08808204609814,-27.5477123294142,0.176636646202458
-4.24537850121255,-26.5250140690133,0.150696514236652
-4.52616550741071,-25.6019561099696,0.123955083107909
-4.537528845898,-24.1882376703115,0.0772435796157548
-4.66137611661606,-25.1747151093339,0.121420162757827
-4.50443362861707,-26.6146183089084,0.208998394814329
-4.4169533092279,-28.1259328064263,0.262855794287757
-3.53909350660133,-28.3518913079474,0.331124730298043
-3.27310968990315,-27.9534876801908,0.274383879104087
-3.02080311580738,-26.4426089530367,0.228425841055845
-2.65529551736488,-24.2731430542927,0.245381883801864
-3.17359401162405,-26.0555095950272,0.21948935777655
-3.68509488304121,-27.7442666353808,0.207293278881493
-4.05826431407764,-27.8718208685067,0.188637547350397
-4.24397898405703,-27.0616027855205,0.175885517468343
-4.44793611639983,-25.5254921768151,0.158855537462292
-4.69813141639736,-25.1453823822025,0.0876396957473998
-4.78725559703455,-25.683263982664,0.101445792521718
-4.42761639185634,-26.0471832805146,0.172611343212344
-4.30555116338833,-27.232796973486,0.236863741764468
-3.82389010056374,-28.7053790400002,0.280894008175158
-3.42800253726949,-28.8638512135264,0.217797192990559
-3.24104174426385,-27.7494543712681,0.186190329978044
-3.01425724154957,-26.4038383820914,0.192796305953476
-3.11153064197254,-26.9733362024888,0.186155003365203
-3.57506754045551,-27.5083485507504,0.182800282008407
-3.87011567209068,-27.6169404164685,0.173168324663963
-4.09370037135218,-27.5321216687327,0.162741305312162
-4.35436412380832,-27.3961952757217,0.144585851064635
-4.66150929192611,-26.7059232741338,0.127247376297054
-4.81844985946076,-25.8571143490479,0.0598878998690142
-4.71205562113333,-25.604391935453,0.110561576897347
-4.4836691365293,-26.6312823569301,0.168230263890324
-4.42828839124856,-27.9910782953089,0.239435476993239
-3.26805945515943,-27.3149682575219,0.340866034509256
-3.45079542369651,-29.0072092262517,0.232587375193645
-3.03727448894986,-26.5467277945331,0.250780945866678
-2.96009522571791,-26.0862438079594,0.22392577306268
-3.28242969510459,-27.0953727711657,0.202698437203716
-3.74434777891989,-27.8043674934294,0.190234699938419
-4.02154830886833,-27.8228105167675,0.177129103886354
-4.36351772167804,-27.8692732884966,0.156034939855516
-4.70919029261252,-27.1537821842768,0.11726485254458
-4.92913098188106,-26.515947304596,0.0617564141835611
-4.65031977368462,-25.5990228532719,0.0756200328566874
-4.27787508618423,-25.7590565493578,0.142176747517419
-4.32103351550358,-26.8082297246953,0.197398994257671
-4.4090332911436,-28.0847884010924,0.302720476072484
-3.64764886498286,-28.175370495915,0.443725403727616
-3.76635841083004,-30.8849704350583,0.252069648120916
-3.6035398505207,-28.9636855809601,0.307274451777863
-3.13368028101548,-27.1298426313842,0.295710735757758
-3.54930726495709,-28.0774571316416,0.249924156896791
-3.84913605716984,-28.6161964697714,0.212621680564074
-3.94709196210991,-28.1982486097444,0.185297806478762
-4.04665062076899,-27.6284605857522,0.186492505916209
